sample_id,smiles
1230,FC1=CC(C(C2=C/C(S3)=CC4=C3C(C=C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7N(CCCCCCCC)C%10=C9SC(/C=C%11C(C%12=C(C\%11=C(C#N)/C#N)C=CC(F)=C%12)=O)=C%10)C8=C%13)=C%13C4(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=O)=C(C/2=C(C#N)\C#N)C=C1
1231,O=C1C(C=C(F)C=C2)=C2C(/C1=C/C(S3)=CC(S4)=C3C5=C4C(C=C(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9SC%10=C8N(CCCCCCCC)C%11=C%10SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC(F)=C%13)=O)=C%11)C9=C%14)=C%14C5(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=C(C#N)/C#N
1232,FC1=CC(C(C2=C/C3=CC(SC4=C5SC6=C4C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C6C=C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC%14=C%12N(CCCCCCCC)C%15=C%14SC(/C=C%16C(C%17=C(C\%16=C(C#N)/C#N)C=CC(F)=C%17)=O)=C%15)C%13=C9)=C5S3)=O)=C(C/2=C(C#N)\C#N)C=C1
1233,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
1234,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
1235,O=C1C2=C(C(/C1=C/C3=CC(SC(C4=C5C=C6C(SC7=C8SC(/C=C9/C(C%10=C(C9=O)C(Cl)=CC=C%10)=C(C#N)\C#N)=C7)=C8C(C(C=C%11)=CC=C%11CCCCCC)(C6=C4)C(C=C%12)=CC=C%12CCCCCC)=C%13C5(C(C=C%14)=CC=C%14CCCCCC)C(C=C%15)=CC=C%15CCCCCC)=C%13S3)=C(C#N)\C#N)C=CC=C2Cl
1236,O=C1C2=C(C(/C1=C/C3=CC(SC(C4=C5C=C6C(SC7=C8SC(/C=C9/C(C%10=C(C9=O)C=C(Cl)C(Cl)=C%10)=C(C#N)\C#N)=C7)=C8C(C(C=C%11)=CC=C%11CCCCCC)(C6=C4)C(C=C%12)=CC=C%12CCCCCC)=C%13C5(C(C=C%14)=CC=C%14CCCCCC)C(C=C%15)=CC=C%15CCCCCC)=C%13S3)=C(C#N)\C#N)C=CC=C2
1237,O=C(N1C(CCCCCC)CCCCCC)C2=C3C4=C(C=C2)C5=CC=C6C7=C(C(N(C(CCCCCC)CCCCCC)C6=O)=O)C=C(C#CC8=CC(C#CC9=CC(C(N%10C(CCCCCC)CCCCCC)=O)=C%11C(C%12=CC=C%11C%10=O)=C9C%13=CC=C%14C%15=C(C(N(C(CCCCCC)CCCCCC)C%14=O)=O)C=CC%12=C%13%15)=C%16C=CC%17=C(C#CC%18=CC(C(N%19C(CCCCCC)CCCCCC)=O)=C%20C%21=C%18C%22=CC=C%23C%24=C(C(N(C(CCCCCC)CCCCCC)C%23=O)=O)C=CC(C%21=CC=C%20C%19=O)=C%22%24)C=C(C#CC%25=CC(C(N%26C(CCCCCC)CCCCCC)=O)=C%27C%28=C%25C%29=CC=C%30C%31=C(C(N(C(CCCCCC)CCCCCC)C%30=O)=O)C=CC(C%28=CC=C%27C%26=O)=C%29%31)C%32=C%17C%16=C8C=C%32)C(C4=CC=C3C1=O)=C57
1238,CCCCCCC(C=C1)=C(F)C=C1C2(C3=CC=C(CCCCCC)C(F)=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C(F)=C%10)C%11=CC=C(CCCCCC)C(F)=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
1239,CCCCCCC(C=C1F)=CC=C1C2(C3=C(F)C=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=C(F)C=C(CCCCCC)C=C%10)C%11=C(F)C=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
1240,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC(C3=C4C5=C(C6=C7C8=CC9=C6C(C(N(C(CCCCCC)CCCCCC)C9=O)=O)=C5)C%10=C(C7=C(C%11=C8C%12=C(C%13=C%14C=CC%15=C%13C(C(N(C(CCCCCC)CCCCCC)C%15=O)=O)=C%12)C%16=C(C%14=CC=C%17C(N(C(CCCCCC)CCCCCC)C%18=O)=O)C%17=C%18C=C%16%11)C=C%19C(N(C(CCCCCC)CCCCCC)C%20=O)=O)C%19=C%20C=C%103)=C%21C%22=C(C%23=C(C%24=CC(C%25=C(C%26=C%27C(C%28=C%29C%30=CC%31=C%32C(C%33=C%34C=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O)=C%30C%35=C%28C=C(C(N(C(CCCCCC)CCCCCC)C%36=O)=O)C%37=C%36C=C(C%38=C%34C%39=CC%40=C%41C(C%42=CC=C%41C(N(C(CCCCCC)CCCCCC)C%40=O)=O)=C%39C%43=C%38C=C(C(N(C(CCCCCC)CCCCCC)C%44=O)=O)C%45=C%44C=CC%42=C%43%45)C%33=C%35%37)=CC%46=C%26C(C(N(C(CCCCCC)CCCCCC)C%46=O)=O)=C%25)C%47=C(C%27=C%29C=C%48C(N(C(CCCCCC)CCCCCC)C%49=O)=O)C%48=C%49C=C%47)=CC(C%50=C(C%51=C%52C(C%53=C%54C%55=CC%56=C%57C(C%58=C%59C=C%57C(N(C(CCCCCC)CCCCCC)C%56=O)=O)=C%55C%60=C%53C=C(C(N(C(CCCCCC)CCCCCC)C%61=O)=O)C%62=C%61C=C(C%63=C%59C%64=CC%65=C%66C(C%67=CC=C%66C(N(C(CCCCCC)CCCCCC)C%65=O)=O)=C%64C%68=C%63C=C(C(N(C(CCCCCC)CCCCCC)C%69=O)=O)C%70=C%69C=CC%67=C%68%70)C%58=C%60%62)=CC%71=C%51C(C(N(C(CCCCCC)CCCCCC)C%71=O)=O)=C%50)C%72=C(C%52=C%54C=C%73C(N(C(CCCCCC)CCCCCC)C%74=O)=O)C%73=C%74C=C%72)=C%24)C=C(C(N(C(CCCCCC)CCCCCC)C%75=O)=O)C%76=C%75C=C4C%21=C%23%76)C=CC1=C%222
1241,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC(C3=C4C5=C(C6=C7C8=CC9=C6C(C(N(C(CCCCCC)CCCCCC)C9=O)=O)=C5)C%10=C(C7=C(C%11=C8C%12=C(C%13=C%14C=CC%15=C%13C(C(N(C(CCCCCC)CCCCCC)C%15=O)=O)=C%12)C%16=C(C%14=CC=C%17C(N(C(CCCCCC)CCCCCC)C%18=O)=O)C%17=C%18C=C%16%11)C=C%19C(N(C(CCCCCC)CCCCCC)C%20=O)=O)C%19=C%20C=C%103)=C%21C%22=C(C%23=C%24C=C(C(N(C(CCCCCC)CCCCCC)C%25=O)=O)C%26=C%25C=C4C%21=C%23%26)C(C%27=C%24C(C%28=CC%29=C%30C(C%31=C%32C=C%30C(N(C(CCCCCC)CCCCCC)C%29=O)=O)=C%28C%33=C%34C=C(C(N(C(CCCCCC)CCCCCC)C%35=O)=O)C%36=C%35C=C(C%37=C%32C%38=CC%39=C%40C(C%41=C%42C=C%40C(N(C(CCCCCC)CCCCCC)C%39=O)=O)=C%38C%43=C%37C=C(C(N(C(CCCCCC)CCCCCC)C%44=O)=O)C%45=C%44C=C(C%46=C%42C%47=CC%48=C%49C(C%50=CC=C%49C(N(C(CCCCCC)CCCCCC)C%48=O)=O)=C%47C%51=C%46C=C(C(N(C(CCCCCC)CCCCCC)C%52=O)=O)C%53=C%52C=CC%50=C%51%53)C%41=C%43%45)C%31=C%33%36)=C%34C%54=C%27C%55=C(C%56=C%57C(C%58=C%59C%60=CC%61=C%62C(C%63=C%64C=C%62C(N(C(CCCCCC)CCCCCC)C%61=O)=O)=C%60C%65=C%58C=C(C(N(C(CCCCCC)CCCCCC)C%66=O)=O)C%67=C%66C=C(C%68=C%64C%69=CC%70=C%71C(C%72=CC=C%71C(N(C(CCCCCC)CCCCCC)C%70=O)=O)=C%69C%73=C%68C=C(C(N(C(CCCCCC)CCCCCC)C%74=O)=O)C%75=C%74C=CC%72=C%73%75)C%63=C%65%67)=CC%76=C%56C(C(N(C(CCCCCC)CCCCCC)C%76=O)=O)=C%55)C%77=C(C%57=C%59C=C%78C(N(C(CCCCCC)CCCCCC)C%79=O)=O)C%78=C%79C=C%77%54)=CC1=C%222
1242,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(OCCCCCC)C=C6)4C7=CC=C(OCCCCCC)C=C7)C=C8C(C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)(C%12=CC=C(OCCCCCC)C=C%12)C%13=CC=C(OCCCCCC)C=C%13)=C5
1243,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(/C4=C(C6=CC=C(OCC(CC)CCCC)C=C6)/C7=CC=C(OCC(CC)CCCC)C=C7)C=C8C(/C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)=C(C%12=CC=C(OCC(CC)CCCC)C=C%12)\C%13=CC=C(OCC(CC)CCCC)C=C%13)=C5
1244,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(/C4=C(C6=CC(OCC(CC)CCCC)=CC=C6)/C7=CC=CC(OCC(CC)CCCC)=C7)C=C8C(/C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)=C(C%12=CC=CC(OCC(CC)CCCC)=C%12)\C%13=CC(OCC(CC)CCCC)=CC=C%13)=C5
1245,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(/C4=C(C6=CC=C(CC(CC)CCCC)S6)/C7=CC=C(CC(CC)CCCC)S7)C=C8C(/C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)=C(C%12=CC=C(CC(CC)CCCC)S%12)\C%13=CC=C(CC(CC)CCCC)S%13)=C5
1246,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)OC4=C(SC5=C4SC6=C5OC(C7=C6SC8=C7SC(/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C8)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C%13=C2C(SC(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%16)=C%16S%13
1247,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(SC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(SC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
1248,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
1249,S=C(N(C/1=O)CCCCCC)SC1=C/C(S2)=CC=C2C(C=C3)=CC4=C3C5=CC=C(C6=CC=C(/C=C(S7)/C(N(CCCCCC)C7=S)=O)S6)C=C5C48C9=CC(C%10=CC=C(/C=C(S%11)/C(N(CCCCCC)C%11=S)=O)S%10)=CC=C9C%12=CC=C(C%13=CC=C(/C=C%14SC(N(C\%14=O)CCCCCC)=S)S%13)C=C%128
1250,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)S9)C=C5C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S3)=C(C#N)\C#N)C=CC=C2
1251,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10/C(C%11=C(C%10=O)C=C(F)C(F)=C%11)=C(C#N)/C#N)S9)C=C5C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S3)=C(C#N)\C#N)C=C(F)C(F)=C2
1252,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10/C(C%11=C(C%10=O)C=C(Cl)C(Cl)=C%11)=C(C#N)/C#N)S9)C=C5C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S3)=C(C#N)\C#N)C=C(Cl)C(Cl)=C2
1253,CCCCCCC(C1=C2SC(/C=C3C(C(C=CC=C4)=C4C\3=C(C#N)\C#N)=O)=C1)(CCCCCC)C5=C2C(OC)=C(C(CCCCCC)(CCCCCC)C6=C7SC(/C=C8/C(C9=C(C8=O)C=CC=C9)=C(C#N)/C#N)=C6)C7=C5OC
1254,CCCCCCC(C1=C2SC(/C=C3C(C(C=CC(F)=C4)=C4C\3=C(C#N)\C#N)=O)=C1)(CCCCCC)C5=C2C(OC)=C(C(CCCCCC)(CCCCCC)C6=C7SC(/C=C8/C(C9=C(C8=O)C=CC(F)=C9)=C(C#N)/C#N)=C6)C7=C5OC
1255,CCCCC(CN1C2=C(C3=C1C(SC(/C=C4/C(C5=CSC=C5C4=O)=C(C#N)/C#N)=C6)=C6S3)C7=NN(N=C7C8=C2N(C9=C8SC%10=C9SC(/C=C%11C(C%12=CSC=C%12C\%11=C(C#N)\C#N)=O)=C%10)CC(CCCC)CC)CC(CCCC)CC)CC
1256,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5
1257,O=C(C/1=C\C2=CC=C(C3=CC(OCC(CCCCCC)CCCCCCCC)=C(C4=CC=C(/C=C(/C(C5=C6C=C(F)C(F)=C5)=C(C#N)\C#N)C6=O)S4)C=C3OCC(CCCCCC)CCCCCCCC)S2)C7=C(C=C(F)C(F)=C7)C1=C(C#N)/C#N
1258,O=C(C/1=C\C2=C(CCCCCC)C=C(C3=CC(OCC(CCCCCC)CCCCCCCC)=C(C4=CC(CCCCCC)=C(/C=C(/C(C5=C6C=C(F)C(F)=C5)=C(C#N)\C#N)C6=O)S4)C=C3OCC(CCCCCC)CCCCCCCC)S2)C7=C(C=C(F)C(F)=C7)C1=C(C#N)/C#N
1259,O=C(C/1=C\C2=C(OCCCCCC)C=C(C3=CC(OCC(CCCCCC)CCCCCCCC)=C(C4=CC(OCCCCCC)=C(/C=C(/C(C5=C6C=C(F)C(F)=C5)=C(C#N)\C#N)C6=O)S4)C=C3OCC(CCCCCC)CCCCCCCC)S2)C7=C(C=C(F)C(F)=C7)C1=C(C#N)/C#N
1260,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(Cl)C(Cl)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
1261,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(Cl)C=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
1262,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(Cl)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
1263,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C8=CC=C(CC(CCCC)CC)S8)C9=C(C(C%10=CC=C(CC(CC)CCCC)S%10)=C57)SC(C%11=C%12C=C(/C=C%13/C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)\C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N
1264,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C8=CC=C(SCC(CCCC)CC)S8)C9=C(C(C%10=CC=C(SCC(CC)CCCC)S%10)=C57)SC(C%11=C%12C=C(/C=C%13/C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)\C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N
1265,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=C(SC(/C=C5C(C(C=CC=C6)=C6C\5=C(C#N)\C#N)=O)=C4)C7=C2C8=C(S7)C=C9C(SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%13)=C8)C=C1
1266,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=C(SC(/C=C5C(C(C(C=CC=C6)=C6S7)=C7C\5=C(C#N)\C#N)=O)=C4)C8=C2C9=C(S8)C=C%10C(SC%11=C%10C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%11SC(/C=C%15C(C(C(C=CC=C%16)=C%16S%17)=C%17C\%15=C(C#N)/C#N)=O)=C%14)=C9)C=C1
1267,O=C(C(C(C=CC=C1)=C1S2)=C2C/3=C(C#N)/C#N)C3=C/C(S4)=CC5=C4C6=C(C(C7=CC=C(CCCCCCCC)C=C7)5C8=CC=CC(CCCCCCCC)=C8)C=C9C(N(C(CCCCCCCC)CCCCCCCC)C%10=C9C=C%11C(C(SC(/C=C%12C(C%13=C(SC%14=C%13C=CC=C%14)C\%12=C(C#N)\C#N)=O)=C%15)=C%15C%11(C%16=CC=C(CCCCCCCC)C=C%16)C%17=CC=C(CCCCCCCC)C=C%17)=C%10)=C6
1268,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(CCCCCCCC)C=C6)4C7=CC=CC(CCCCCCCC)=C7)C=C8C(N(C(CCCCCCCC)CCCCCCCC)C9=C8C=C%10C(C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%13)=C%13C%10(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)=C9)=C5
1269,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8S(C(C=CC=C9)=C9C\8=C(C#N)\C#N)(=O)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13S(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)(=O)=O)=C%15)=C%15S%12
1270,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C5SC(C9=C(C=C(C(OCCCCCCCC)=O)S%10)C%10=C(/C=C(S/%11)/C(N(CC)C%11=C(C#N)/C#N)=O)S9)=C8)C=C4C%12=C2C=C(C%13=C(C=C(C(OCCCCCCCC)=O)S%14)C%14=C(/C=C(S/%15)/C(N(CC)C%15=C(C#N)\C#N)=O)S%13)S%12)C=C1
1271,O=C(/C(S/1)=C/C(S2)=C3C(C=C(C(OCCCCCCCC)=O)S3)=C2C(S4)=CC5=C4C6=CC(C(CCCCCC)(CCCCCC)C7=C8SC(C9=C(C=C(C(OCCCCCCCC)=O)S%10)C%10=C(/C=C(S/%11)/C(N(CC)C%11=C(C#N)/C#N)=O)S9)=C7)=C8C=C6C5(CCCCCC)CCCCCC)N(CC)C1=C(C#N)\C#N
1272,O=C(/C(S/1)=C/C(S2)=C3C(C=C(C(OCC(CC)CCCC)=O)S3)=C2C(S4)=CC5=C4C6=CC(C(CCCCCC)(CCCCCC)C7=C8SC(C9=C(C=C(C(OCC(CC)CCCC)=O)S%10)C%10=C(/C=C(S/%11)/C(N(CC)C%11=C(C#N)/C#N)=O)S9)=C7)=C8C=C6C5(CCCCCC)CCCCCC)N(CC)C1=C(C#N)\C#N
1273,O=C(N(C(CC)CC)C1=O)C2=CC=C3C4=C(C5=C6C=C(C(N(C(CC)CC)C7=O)=O)C8=C7C=C(C9=CC%10=C%11C(C%12=C(N%13CC(CC)CCCC)C=C%11C(N(C(CC)CC)C%10=O)=O)=C9C%14=CC=C(C(N(C(CC)CC)C%15=O)=O)C%16=C%15C=C%13C%12=C%14%16)C3=C58)C(N6CC(CCCC)CC)=CC1=C42
1274,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
1275,O=C1C2=C(C=CC=C2)C(/C1=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C(C=C8)=CC=C8SCC(CCCC)CC)C9=C(C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C57)SC(C%11=C%12C=C(/C=C%13\C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)/C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N
1276,O=C1C2=C(C=C3C(C=CC=C3)=C2)C(/C1=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=C7SC8=C(C(C=C9)=CC=C9SCC(CCCC)CC)C%10=C(C(C%11=CC=C(C=C%11)SCC(CC)CCCC)=C68)SC(C%12=C%13C=C(/C=C%14\C(C(C=C%15C(C=CC=C%15)=C%16)=C%16C%14=O)=C(C#N)/C#N)S%12)=C%10C%13(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)C%19=CC=C(CCCCCC)C=C%19)=C7S4)=C(C#N)\C#N
1277,O=C1C2=C(C=CC=C2)C(/C1=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C(C=C8)=CC=C8SCC(CCCC)CC)C(C(S9)=C(C%10=C9C(SC(/C=C%11\C(C(C=CC=C%12)=C%12C%11=O)=C(C#N)/C#N)=C%13)=C%13C%10(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S%16)=C%16C(C%17=CC=C(C=C%17)SCC(CC)CCCC)=C57)C%18=CC=C(CCCCCC)C=C%18)=C6S3)=C(C#N)\C#N
1278,O=C1C2=C(C=C3C(C=CC=C3)=C2)C(/C1=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=C7SC8=C(C(C=C9)=CC=C9SCC(CCCC)CC)C(C(S%10)=C(C%11=C%10C(SC(/C=C%12\C(C(C=C%13C(C=CC=C%13)=C%14)=C%14C%12=O)=C(C#N)/C#N)=C%15)=C%15C%11(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S%18)=C%18C(C%19=CC=C(C=C%19)SCC(CC)CCCC)=C68)C%20=CC=C(CCCCCC)C=C%20)=C7S4)=C(C#N)\C#N
1279,O=C1C2=C(C=CC=C2)C(/C1=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C(C=C8)=CC=C8SCC(CCCC)CC)C9=C(C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C57)SC(C%11=C%12C=C(/C=C%13\C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)/C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N
