sample_id,smiles
751,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4SC9=C8SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC%14=C%13SC(/C=C%15C(C(C=CC=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C5S3
752,O=C(C(C=CC(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4SC9=C8SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC%14=C%13SC(/C=C%15C(C(C=CC(Cl)=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C5S3
753,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4SC9=C8SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC%14=C%13SC(/C=C%15C(C(C=C(Cl)C(Cl)=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C5S3
754,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=C(OCC(CC)CCCC)C=C(/C=C8C(C(C=CC(F)=C9)=C9C\8=C(C#N)\C#N)=O)S7)=C6)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C=C(C%13=C(OCC(CC)CCCC)C=C(/C=C%14C(C(C=CC(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)S%13)S%12
755,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(C8=C(OCC(CC)CCCC)C=C(C=C9C(C(C=CC(F)=C%10)=C%10/C9=C(C#N)/C#N)=O)S8)=C7)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(SC(C%14=C(OCC(CC)CCCC)C=C(/C=C%15C(C(C=CC(F)=C%16)=C%16C\%15=C(C#N)/C#N)=O)S%14)=C%17)=C%17S%13
756,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=CC=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2OCCCCCCCC)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=CC=C(/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)S%11)=C9OCCCCCCCC)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
757,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=CC=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)[Se]4)=C2OCCCCCCCC)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=CC=C(/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)[Se]%11)=C9OCCCCCCCC)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
758,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=CC5=C(C=C(/C=C6C(C(C=C(F)C(F)=C7)=C7C\6=C(C#N)\C#N)=O)S5)S4)=C2OCCCCCCCC)(C8=CC=C(CCCCCC)C=C8)C9=C3C=C(C(C%10=C%11SC(C%12=CC%13=C(C=C(/C=C%14/C(C(C=C%15F)=C(C%14=O)C=C%15F)=C(C#N)/C#N)S%13)S%12)=C%10OCCCCCCCC)(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)C%11=C9
759,O=C(N(N1C(C(C=C2)=C3C4=C2C5=CC=C(C(N(C(CCCCC)CCCCC)C6=O)=O)C(C6=CC7)=C5C7=C4CC=C3C1=O)=O)C8=O)C9=CCC(C%10=C%11C=CC8=C%109)=C%12CC=C%13C%14=C%12C%11=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O
760,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CCC(C3=C4C=CC1=C32)=C5C(C(C=C6C(N(C(CCCCC)CCCCC)C7=O)=O)=C8C9=C6C7=CCC9=C%10C%11=C8C=CC%12=C%11C(C(N(C(CCCCC)CCCCC)C%12=O)=O)=CC%10)C=C%13C%14=C5C4=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O
761,O=C1C(C2=C(C3=CC=CS3)N1CC(CC)CCCC)=C(C(S4)=CC=C4C5=CC6=C(C7C(C6(C8C9C=CC(C%10=CC=C(C%11=C%12C(C(N%11CC(CC)CCCC)=O)=C(C%13=CC=CS%13)N(CC(CC)CCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C%15=CC=C(C%16=C%17C(C(N%16CC(CC)CCCC)=O)=C(C%18=CC=CS%18)N(CC(CC)CCCC)C%17=O)S%15)=C%14)C=C(C%19=CC=C(C%20=C%21C(C(N%20CC(CC)CCCC)=O)=C(C%22=CC=CS%22)N(CC(CC)CCCC)C%21=O)S%19)C=C7)C=C5)N(CC(CC)CCCC)C2=O
762,O=C1C(C2=C(C3=CC=CS3)N1CCCCCCCC)=C(C(S4)=CC=C4C5=CC6=C(C7C(C6(C8C9C=CC(C%10=CC=C(C%11=C%12C(C(N%11CCCCCCCC)=O)=C(C%13=CC=CS%13)N(CCCCCCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C%15=CC=C(C%16=C%17C(C(N%16CCCCCCCC)=O)=C(C%18=CC=CS%18)N(CCCCCCCC)C%17=O)S%15)=C%14)C=C(C%19=CC=C(C%20=C%21C(C(N%20CCCCCCCC)=O)=C(C%22=CC=CS%22)N(CCCCCCCC)C%21=O)S%19)C=C7)C=C5)N(CCCCCCCC)C2=O
763,O=C1C(C2=C(C3=CC=CS3)N1CCCCCCCCCCCC)=C(C(S4)=CC=C4C5=CC6=C(C7C(C6(C8C9C=CC(C%10=CC=C(C%11=C%12C(C(N%11CCCCCCCCCCCC)=O)=C(C%13=CC=CS%13)N(CCCCCCCCCCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C%15=CC=C(C%16=C%17C(C(N%16CCCCCCCCCCCC)=O)=C(C%18=CC=CS%18)N(CCCCCCCCCCCC)C%17=O)S%15)=C%14)C=C(C%19=CC=C(C%20=C%21C(C(N%20CCCCCCCCCCCC)=O)=C(C%22=CC=CS%22)N(CCCCCCCCCCCC)C%21=O)S%19)C=C7)C=C5)N(CCCCCCCCCCCC)C2=O
764,O=C1C(C2=C(C3=CC=CS3)N1CC(CC)CCCC)=C(C4=CC=C(C#CC5=CC6=C(C7C(C6(C8C9C=CC(C#CC%10=CC=C(C%11=C%12C(C(N%11CC(CC)CCCC)=O)=C(C%13=CC=CS%13)N(CC(CC)CCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C#CC%15=CC=C(C%16=C%17C(C(N%16CC(CC)CCCC)=O)=C(C%18=CC=CS%18)N(CC(CC)CCCC)C%17=O)S%15)=C%14)C=C(C#CC%19=CC=C(C%20=C%21C(C(N%20CC(CC)CCCC)=O)=C(C%22=CC=CS%22)N(CC(CC)CCCC)C%21=O)S%19)C=C7)C=C5)S4)N(CC(CC)CCCC)C2=O
765,O=C1C(C2=C(C3=CC=CS3)N1CCCCCCCC)=C(C4=CC=C(C#CC5=CC6=C(C7C(C6(C8C9C=CC(C#CC%10=CC=C(C%11=C%12C(C(N%11CCCCCCCC)=O)=C(C%13=CC=CS%13)N(CCCCCCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C#CC%15=CC=C(C%16=C%17C(C(N%16CCCCCCCC)=O)=C(C%18=CC=CS%18)N(CCCCCCCC)C%17=O)S%15)=C%14)C=C(C#CC%19=CC=C(C%20=C%21C(C(N%20CCCCCCCC)=O)=C(C%22=CC=CS%22)N(CCCCCCCC)C%21=O)S%19)C=C7)C=C5)S4)N(CCCCCCCC)C2=O
766,O=C1C(C2=C(C3=CC=CS3)N1CCCCCCCCCCCC)=C(C4=CC=C(C#CC5=CC6=C(C7C(C6(C8C9C=CC(C#CC%10=CC=C(C%11=C%12C(C(N%11CCCCCCCCCCCC)=O)=C(C%13=CC=CS%13)N(CCCCCCCCCCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C#CC%15=CC=C(C%16=C%17C(C(N%16CCCCCCCCCCCC)=O)=C(C%18=CC=CS%18)N(CCCCCCCCCCCC)C%17=O)S%15)=C%14)C=C(C#CC%19=CC=C(C%20=C%21C(C(N%20CCCCCCCCCCCC)=O)=C(C%22=CC=CS%22)N(CCCCCCCCCCCC)C%21=O)S%19)C=C7)C=C5)S4)N(CCCCCCCCCCCC)C2=O
767,CCCCCCC1=C(C#CC2=CC=C(C(N3C4=CC=C(C(C=CC=C5)=C5C6(CCCC)CCCC)C6=C4)=O)C7=C2C=CC=C7C3=O)SC(C8=CC9=C(C=C(C%10=CC(CCCCCC)=C(C#CC%11=CC=C(C(N%12C%13=CC=C(C(C=CC=C%14)=C%14C%15(CCCC)CCCC)C%15=C%13)=O)C%16=C%11C=CC=C%16C%12=O)S%10)C%17=NSN=C9%17)C%18=NSN=C8%18)=C1
768,CCCCCCC1=C(C#CC2=CC=C(C(N3C4=CC=C(C(C=CC=C5)=C5C6(CCCC)CCCC)C6=C4)=O)C7=C2C=CC=C7C3=O)SC(C8=CC=C(C9=CC(CCCCCC)=C(C#CC%10=CC=C(C(N%11C%12=CC=C(C(C=CC=C%13)=C%13C%14(CCCC)CCCC)C%14=C%12)=O)C%15=C%10C=CC=C%15C%11=O)S9)C%16=NSN=C8%16)=C1
769,O=C(/C(S1)=C/C(C2=NN(CCCCCCCC)N=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=CC=C(/C=C%12SC(N(CC)C\%12=O)=O)C%13=NN(CCCCCCCC)N=C%11%13)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=O
770,O=C(/C(S1)=C/C(C2=NN(CCCCCCCC)N=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=CC=C(/C=C%12SC(N(CC)C\%12=O)=S)C%13=NN(CCCCCCCC)N=C%11%13)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
771,O=C(/C(S/1)=C/C(C2=NN(CCCCCCCC)N=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=CC=C(/C=C%12S/C(N(CC)C\%12=O)=C(C#N)/C#N)C%13=NN(CCCCCCCC)N=C%11%13)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C([N+]#[C-])\C#N
772,CCCCCCC(C=C1)=CC=C1C(C2=CC=C(CCCCCC)C=C2)(O3)C4=CC(C5=C6C=C(/C=C7C(C(C=CC=C8)=C8C\7=C(C#N)\C#N)=O)S5)=C(C(C9=CC=C(CCCCCC)C=C9)(O6)C%10=CC=C(CCCCCC)C=C%10)C=C4C%11=C3C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11
773,CCCCCCC(C=C1)=CC=C1C(C2=CC=C(CCCCCC)C=C2)(O3)C4=CC(C5=C6C=C(C7=CC=C(/C=C8C(C(C=CC=C9)=C9C/8=C(C#N)/C#N)=O)S7)S5)=C(C(C%10=CC=C(CCCCCC)C=C%10)(O6)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C3C=C(C%13=CC=C(C=C%14C(C(C=CC=C%15)=C%15/C%14=C(C#N)\C#N)=O)S%13)S%12
774,CCCCCCC(C=C1)=CC=C1C(C2=CC=C(CCCCCC)C=C2)(O3)C4=CC(C5=C6C=C(C7=CC8=C(C=C(C=C9C(C(C=CC=C%10)=C%10/C9=C(C#N)/C#N)=O)S8)S7)S5)=C(C(C%11=CC=C(CCCCCC)C=C%11)(O6)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C3C=C(C%14=CC%15=C(C=C(/C=C%16C(C(C=CC=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15)S%14)S%13
775,O=C(/C(S/1)=C/C2=CC=C(C(C=C3)=CC4=C3C5=C(C4(CCCC)CCCC)C6=C(C(CCCC)(CCCC)C7=C6C=CC(C8=CC=C(/C=C9S/C(N(CC)C\9=O)=C(C#N)\C#N)C%10=NSN=C8%10)=C7)C%11=C5C(CCCC)(CCCC)C%12=C%11C=CC(C%13=CC=C(/C=C%14S/C(N(CC)C\%14=O)=C(C#N)\C#N)C%15=NSN=C%13%15)=C%12)C%16=NSN=C2%16)N(CC)C1=C(C#N)\C#N
776,CCCCC(C1=C2C=C(C3=CC=C(/C=C4S/C(N(CC)C\4=O)=C(C#N)\C#N)C5=NSN=C35)C=C1)(CCCC)C6=C2C(C(CCCC)(CCCC)C7=C8C=C(C9=CC=C(/C=C%10S/C(N(CC)C\%10=O)=C(C#N)\C#N)C%11=NSN=C9%11)C=C7)=C8C(C%12(CCCC)CCCC)=C6C%13=C%12C=CC(C%14=CC=C(/C=C%15S/C(N(CC)C\%15=O)=C(C#N)\C#N)C%16=NSN=C%14%16)=C%13
777,COC1=CC(C2C3C=CC(OC)=C2)=C(/C3=C4C(C=C(C=CC=C5)C5=C6)=C6C7=C/4C=C8C(C=CC=C8)=C7)C=C1
778,O=C1N(CCCCCCCC)C(C2=C1C(C3=CC=CS3)=C(C4=C5C6=CC=CC5=C(C#N)C=C4)C6=C2C7=CC=CS7)=O
779,O=C(N(CC(CC)CCCC)C1=O)C2=CC(C3=CC(N(C4=CC=C(C5=C(C6=CC=C(C7=O)C8C6=C9C=CC8C(N7CC(CC)CCCC)=O)C(C9=CC=C%10C(N(CC(CC)CCCC)C%11=O)=O)=C%10C%11=C5)C=C4)C%12=CC=C(C(C=C%13C(N(CC(CC)CCCC)C%14=O)=O)=C%15C%16=C%13C%14=CC=C%16C%17=CC=C(C%18=O)C%19C%17=C%15C=CC%19C(N%18CC(CC)CCCC)=O)C=C%12)=CC=C3)=C(C%20=C%21C=CC1C%202)C%22=CC=C%23C%24=C%22C%21=CC=C%24C(N(CC(CC)CCCC)C%23=O)=O
780,C12=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)N1[Zn]5(N6C(C7=CC=CC=C7)=CC(C8=CC=CC=C8)=C6N=C9[N]5=C(C%10=CC=CC=C%10)C=C9C%11=CC=CC=C%11)[N]%12=C(C%13=CC=CC=C%13)C=C(C%14=CC=CC=C%14)C%12=N2
781,C12=C(C3=CC=CC=C3)C(C#CC4=CC=CC=C4)=C(C5=CC=CC=C5)N1[Zn]6(N7C(C8=CC=CC=C8)=C(C#CC9=CC=CC=C9)C(C%10=CC=CC=C%10)=C7N=C%11[N]6=C(C%12=CC=CC=C%12)C(C#CC%13=CC=CC=C%13)=C%11C%14=CC=CC=C%14)[N]%15=C(C%16=CC=CC=C%16)C(C#CC%17=CC=CC=C%17)=C(C%18=CC=CC=C%18)C%15=N2
782,O=C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C1=O)C2=C(C1=CC=C3C4=NC5=C(C6=CC=C(C(C7=N8)=C9N=C(C%10=CC=C%11C(N(C%12=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C(C%13=C%10C%11=C%12C=C%13)=NC9=C(C7=NC(C%14=C%15C%16=C%17C=C%14)=C8C%15=CC=C%16C(N(C%17=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C%18=CC=CC=C%18)[Se]6)C%19=NC%20=C%21C%22=C%23C(C%24=CC=C%23%20)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C%24=O)=O)C=C%22)C3=C(C4=NC5=C(C%25=CC=CC=C%25)C%19=N%21)C=C2
783,O=C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C1=O)C2=C(C1=CC=C3C4=NC5=C(C6=C(C)C(C)=C(C(C7=N8)=C9N=C(C%10=CC=C%11C(N(C%12=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C(C%13=C%10C%11=C%12C=C%13)=NC9=C(C7=NC(C%14=C%15C%16=C%17C=C%14)=C8C%15=CC=C%16C(N(C%17=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C%18=CC=CC=C%18)S6)C%19=NC%20=C%21C%22=C%23C(C%24=CC=C%23%20)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C%24=O)=O)C=C%22)C3=C(C4=NC5=C(C%25=CC=CC=C%25)C%19=N%21)C=C2
784,O=C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C1=O)C2=C(C1=CC=C3C4=NC5=C(C6=C(C)C(SC(C(C7=N8)=C9N=C(C%10=CC=C%11C(N(C%12=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C(C%13=C%10C%11=C%12C=C%13)=NC9=C(C7=NC(C%14=C%15C%16=C%17C=C%14)=C8C%15=CC=C%16C(N(C%17=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C%18=CC=CC=C%18)=C%19C)=C%19S6)C%20=NC%21=C%22C%23=C%24C(C%25=CC=C%24%21)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C%25=O)=O)C=C%23)C3=C(C4=NC5=C(C%26=CC=CC=C%26)C%20=N%22)C=C2
785,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(CC(CC)CCCC)C=C(/C=C5C(C(C=CC=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)/C#N)CC(CC)CCCC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
786,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC(C3=CC(C45C(C=C(C6=C(C7=C8C=CC9C7C(C(N(C(CCCCC)CCCCC)C9=O)=O)=C6)C%10=CC=C%11C%12=C%10C8=CC=C%12C(N(C(CCCCCC)CCCCCC)C%11=O)=O)C=C%13)C%13C%14=C4C=C(C%15=C(C%16=CC=C(C%17=O)C%18C%16=C%19C=CC%18C(N%17C(CCCCCC)CCCCCC)=O)C(C%19=CC=C%20C(N(C(CCCCCC)CCCCCC)C%21=O)=O)=C%20C%21=C%15)C=C%14)=C(C%22C5C=CC(C(C=C%23C(N(C(CCCCCC)CCCCCC)C%24=O)=O)=C%25C%26=C%23C%24=CC=C%26C%27=CC=C(C%28=O)C%29C%27=C%25C=CC%29C(N%28C(CCCCCC)CCCCCC)=O)=C%22)C=C3)=C(C%30=C%31C=CC1C%302)C%32=CC=C%33C%34=C%32C%31=CC=C%34C(N(C(CCCCCC)CCCCCC)C%33=O)=O
787,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC(C3=CC(C45C(C=C(C6=C(C7=C8C=CC9C7C(C(N(C(CCCCC)CCCCC)C9=O)=O)=C6)C%10=CC=C%11C%12=C%10C8=CC=C%12C(N(C(CCCCCC)CCCCCC)C%11=O)=O)C=C%13)C%13C%14=C4C=C(C%15=C(C%16=CC=C(C%17=O)C%18C%16=C%19C=CC%18C(N%17C(CCCCCC)CCCCCC)=O)C(C%19=CC=C%20C(N(C(CCCCCC)CCCCCC)C%21=O)=O)=C%20C%21=C%15)C=C%14)=C(C%22C5C=CC(C(C=C%23C(N(C(CCCCCC)CCCCCC)C%24=O)=O)=C%25C%26=C%23C%24=CC=C%26C%27=CC=C(C%28=O)C%29C%27=C%25C=CC%29C(N%28C(CCCCCC)CCCCCC)=O)=C%22)C=C3)=C(C%30=C%31C=CC1C%302)C%32=CC=C%33C%34=C%32C%31=CC=C%34C(N(C(CCCCCC)CCCCCC)C%33=O)=O
788,O=C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C1=O)C2=C(C1=CC=C3C4=NC5=C(C6=C(OCCO7)C7=C(C(C8=N9)=C%10N=C(C%11=CC=C%12C(N(C%13=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C(C%14=C%11C%12=C%13C=C%14)=NC%10=C(C8=NC(C%15=C%16C%17=C%18C=C%15)=C9C%16=CC=C%17C(N(C%18=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C%19=CC=CC=C%19)S6)C%20=NC%21=C%22C%23=C%24C(C%25=CC=C%24%21)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C%25=O)=O)C=C%23)C3=C(C4=NC5=C(C%26=CC=CC=C%26)C%20=N%22)C=C2
789,O=C(N(CC(CC)CCCC)C1=O)C2=CC=CC3=C2C1=CC=C3C4=CC=C(/C(C#N)=C/C5=C(OCCCCCC)C=C(/C=C(C#N)/C(S6)=CC=C6C7=CC=C8C9=C7C=CC=C9C(N(CC(CC)CCCC)C8=O)=O)C(OCCCCCC)=C5)S4
790,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(C)C(C)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(C)C(C)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
791,O=C1C(C2=C(C3=CC=C(C4=CC=CC=C4)S3)N1CC(CC)CCCC)=C(C(S5)=CC=C5C6=CC7=C(C8C(C7(C9C%10C=CC(C%11=CC=C(C%12=C%13C(C(N%12CC(CC)CCCC)=O)=C(C%14=CC=C(C%15=CC=CC=C%15)S%14)N(CC(CC)CCCC)C%13=O)S%11)=C9)C%16=C%10C=CC(C%17=CC=C(C%18=C%19C(C(N%18CC(CC)CCCC)=O)=C(C%20=CC=C(C%21=CC=CC=C%21)S%20)N(CC(CC)CCCC)C%19=O)S%17)=C%16)C=C(C%22=CC=C(C%23=C%24C(C(N%23CC(CC)CCCC)=O)=C(C%25=CC=C(C%26=CC=CC=C%26)S%25)N(CC(CC)CCCC)C%24=O)S%22)C=C8)C=C6)N(CC(CC)CCCC)C2=O
792,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(CC(CC)CCCC)C=C(/C=C5C(C(C=CC=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)/C#N)CC(CC)CCCC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
793,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC=C(C4=CC=C5C(C(CCCCCCCC)(CCCCCCCC)C6=C5C=CC(C7=CC=C(/C=C8/C(C9=C(C8=O)C=CC=C9)=C(C#N)/C#N)S7)=C6)=C4)S3
794,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(S3)C(C4=C5)=CC6=C5C7=CC(C(C8=C9SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C8)(CCCCCCCC)CCCCCCCC)=C9C=C7C6(CCCCCCCC)CCCCCCCC
795,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)=C8C=C6C(C%14=CSC(CCCCCC)=C%14)5C%15=CC=C(CCCCCC)S%15
796,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C(C=C5C(C(C=CC=C6)=C6/C5=C(C#N)/C#N)=O)=CS4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C(/C=C%12\C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)\C#N)=CS%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
797,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(SC5=C6C=C(S7)C(C(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C7C%11=C8C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)\C#N)=O)S%11)=C5)=C6C4(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15
798,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(SC5=C6C(C7=CC=C(CC(CC)CCCC)S7)=C(S8)C(C(C9(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)=C8C%12=C9C=C(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)\C#N)=O)S%12)=C5C%15=CC=C(CC(CC)CCCC)S%15)=C6C4(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17
799,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C(C=C5C(C(C=C(Cl)C(Cl)=C6)=C6/C5=C(C#N)/C#N)=O)=CS4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C(/C=C%12\C(C%13=C(C%12=O)C=C(Cl)C(Cl)=C%13)=C(C#N)\C#N)=CS%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
800,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C(C=C5C(C(C=C(Cl)C(Cl)=C6)=C6/C5=C(C#N)/C#N)=O)=CS4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C(/C=C%12\C(C%13=C(C%12=O)C=C(Cl)C(Cl)=C%13)=C(C#N)\C#N)=CS%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
801,O=C(/C(S/1)=C/C2=CC=C(C(C=C3)=CC4=C3C5=CC=C(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C68)C=C5C49C(C=CC(OCCCCCCCC)=C%10)=C%10C%11=CC(OCCCCCCCC)=CC=C%119)C%12=NSN=C2%12)N(CC)C1=C(C#N)/C#N
